"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHOSIS_000002","PUBLISHED","2015","AFR","","MLI","BTSX","53.0","52.98367","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","MLT","MLE","70.7","70.70715","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","MLT","FMLE","71.8","71.84461","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","MLT","BTSX","71.5","71.45852","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","MMR","MLE","58.8","58.83085","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","MMR","FMLE","62.8","62.77342","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","MMR","BTSX","60.9","60.85162","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","MNE","MLE","65.2","65.23770","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","MNE","FMLE","68.7","68.74149","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","MNG","MLE","51.5","51.52900","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","MNG","FMLE","56.4","56.40817","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","MNG","BTSX","53.8","53.82259","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","MOZ","MLE","42.1","42.11658","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","MOZ","FMLE","45.1","45.10719","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MOZ","BTSX","46.5","46.46053","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MRT","MLE","57.9","57.88466","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MRT","FMLE","57.1","57.05986","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MRT","BTSX","57.4","57.41914","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MUS","MLE","61.3","61.26553","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","MUS","FMLE","65.6","65.57950","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","MUS","BTSX","64.0","64.02982","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","MWI","MLE","52.8","52.84434","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","MWI","FMLE","57.0","56.98484","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","MWI","BTSX","54.9","54.89126","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","MYS","MLE","64.7","64.73832","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","MYS","FMLE","67.0","66.95915","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","MYS","FMLE","66.9","66.93842","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","MYS","BTSX","65.7","65.65654","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","NAM","MLE","53.4","53.40462","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","NAM","FMLE","58.6","58.62322","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","NAM","BTSX","56.1","56.05523","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","NER","MLE","55.3","55.27869","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","NER","BTSX","44.2","44.17912","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","NGA","MLE","45.8","45.75884","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","NGA","FMLE","47.2","47.18900","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","NGA","BTSX","46.5","46.45573","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","NIC","MLE","62.2","62.19025","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","NIC","FMLE","65.2","65.15436","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","NIC","BTSX","64.7","64.70280","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","NLD","MLE","70.3","70.33172","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","NLD","FMLE","71.4","71.39034","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","NLD","BTSX","70.9","70.90195","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","NOR","MLE","69.3","69.26863","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","NOR","FMLE","71.9","71.85906","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","NOR","BTSX","71.2","71.22549","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","NPL","MLE","59.3","59.29019","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","NPL","FMLE","61.1","61.05347","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","NPL","BTSX","60.2","60.17453","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","NZL","MLE","69.3","69.26366","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","NZL","FMLE","70.8","70.82054","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","NZL","BTSX","70.2","70.23531","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","OMN","MLE","64.5","64.51156","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","OMN","FMLE","64.5","64.51317","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","OMN","BTSX","64.7","64.67630","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","PAK","MLE","56.9","56.90900","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","PAK","FMLE","52.1","52.12713","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","PAK","BTSX","52.3","52.34788","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","PAN","MLE","65.9","65.90916","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","PAN","FMLE","68.6","68.60022","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","PAN","BTSX","67.2","67.19781","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","PER","MLE","64.6","64.57024","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","PER","FMLE","67.9","67.92893","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","PER","BTSX","67.5","67.47516","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","PHL","MLE","59.5","59.50177","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","PHL","FMLE","63.8","63.78802","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","PHL","BTSX","61.6","61.57402","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","PNG","MLE","54.5","54.50459","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","PNG","FMLE","57.4","57.39642","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","PNG","BTSX","56.4","56.42058","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","POL","MLE","65.1","65.11942","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","POL","FMLE","70.9","70.89178","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","POL","BTSX","68.0","68.03076","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","PRK","MLE","62.6","62.57973","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","PRK","MLE","63.3","63.29700","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","PRK","FMLE","66.6","66.57861","","","","",""
"WHOSIS_000002","PUBLISHED","2019","SEAR","","PRK","BTSX","65.0","65.00917","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","PRT","MLE","69.6","69.57330","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","PRT","FMLE","72.2","72.24910","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","PRT","BTSX","71.0","70.96024","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","PRY","FMLE","66.0","65.98073","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","PRY","BTSX","65.0","64.99500","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","QAT","MLE","62.8","62.84084","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","QAT","FMLE","61.4","61.42913","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","","AFG","MLE","46.9","46.93113","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","AFG","FMLE","50.7","50.74652","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","AFG","BTSX","51.1","51.13087","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","AGO","MLE","49.3","49.27284","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","AGO","FMLE","52.0","51.97081","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","AGO","BTSX","50.6","50.56540","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","ALB","MLE","66.3","66.33651","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ALB","FMLE","70.1","70.12115","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","ALB","BTSX","69.0","69.02539","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","ARE","MLE","65.3","65.26273","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","ARE","FMLE","65.7","65.71811","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","ARE","BTSX","65.4","65.44885","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","ARG","MLE","64.9","64.94321","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","ARG","MLE","65.4","65.40311","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","ARG","FMLE","68.8","68.76596","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","ARG","BTSX","67.1","67.12776","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","ARM","MLE","64.9","64.88280","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","ARM","FMLE","69.1","69.10166","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","ARM","BTSX","67.1","67.11749","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","ATG","FMLE","67.0","67.04361","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","ATG","BTSX","65.5","65.53024","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","AUS","MLE","67.2","67.16424","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","AUS","FMLE","70.0","69.97304","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","AUS","BTSX","68.6","68.57265","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","AUT","MLE","66.3","66.34692","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","AUT","FMLE","71.4","71.40390","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","AUT","BTSX","69.9","69.91590","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","AZE","MLE","60.1","60.06379","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","AZE","FMLE","63.4","63.40581","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","AZE","BTSX","61.7","61.70727","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","BDI","MLE","52.4","52.37158","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","BDI","FMLE","55.6","55.55806","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","BDI","BTSX","54.0","53.96414","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","BEL","MLE","69.1","69.10521","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","BEL","FMLE","70.8","70.83490","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","BEL","BTSX","70.0","69.99430","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","BEN","MLE","54.5","54.46505","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","BEN","FMLE","56.6","56.57446","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","BEN","BTSX","55.5","55.51936","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","BFA","MLE","53.4","53.39169","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","BFA","FMLE","56.3","56.25840","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","BFA","BTSX","54.9","54.86125","","","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","","BGD","MLE","56.6","56.61990","","","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","","BGD","FMLE","57.6","57.55227","","","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","","BGD","BTSX","57.0","57.04773","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","BGR","MLE","61.2","61.18507","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","BGR","FMLE","66.0","66.00470","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","BGR","BTSX","63.5","63.53907","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","BHR","MLE","65.3","65.27984","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","BHR","FMLE","64.3","64.34615","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","BHR","BTSX","65.0","65.04232","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","BHS","MLE","62.2","62.20318","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","BHS","FMLE","66.4","66.40760","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","BHS","BTSX","64.3","64.30935","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","BIH","MLE","65.4","65.41904","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","BIH","FMLE","68.5","68.47396","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","BIH","BTSX","67.0","66.96765","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","BLR","MLE","61.2","61.22011","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","BLR","FMLE","68.7","68.68392","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","BLR","BTSX","66.0","65.97392","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BLZ","MLE","63.5","63.47738","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BLZ","FMLE","67.3","67.31190","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BLZ","BTSX","65.3","65.29337","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BOL","MLE","63.2","63.20565","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BOL","FMLE","63.3","63.33981","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","BRA","MLE","59.6","59.59667","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","BRA","FMLE","63.8","63.82217","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","BRA","BTSX","61.7","61.66495","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","BRB","MLE","64.6","64.61119","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","BRB","FMLE","67.2","67.21629","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","BRB","BTSX","66.0","65.96368","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","BRB","BTSX","67.0","67.00449","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","BRN","MLE","65.1","65.08941","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","BRN","FMLE","66.5","66.45836","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","BRN","BTSX","65.8","65.76172","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","BTN","MLE","61.5","61.51297","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","BTN","FMLE","61.8","61.83310","","","","",""
"WHOSIS_000002","PUBLISHED","2015","SEAR","","BTN","BTSX","62.6","62.60034","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","BWA","MLE","50.9","50.94351","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","BWA","FMLE","54.6","54.58551","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","BWA","BTSX","52.8","52.78075","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","CAF","MLE","42.7","42.67318","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","CAF","FMLE","45.7","45.74077","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","CAF","BTSX","46.4","46.37131","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","CAN","MLE","70.5","70.51000","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","CAN","FMLE","72.0","71.97565","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","CAN","BTSX","71.3","71.25137","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","CHE","MLE","72.2","72.18950","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","CHE","FMLE","72.8","72.82365","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","CHE","BTSX","69.3","69.28847","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","CHL","MLE","65.4","65.43459","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","CHL","FMLE","68.5","68.47037","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","CHL","BTSX","67.0","66.99560","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","CHN","MLE","62.7","62.71333","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","CHN","FMLE","64.9","64.86439","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","CHN","BTSX","66.7","66.67585","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","CIV","MLE","48.5","48.51153","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","CIV","FMLE","50.7","50.70921","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","CIV","BTSX","49.5","49.46420","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","CMR","MLE","49.0","48.98100","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","CMR","FMLE","50.2","50.16923","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","CMR","FMLE","52.7","52.67561","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","CMR","BTSX","51.8","51.78416","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","COD","MLE","51.3","51.28242","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","COD","FMLE","53.6","53.64328","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","COD","BTSX","52.4","52.43366","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","COG","MLE","55.3","55.29120","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","COG","FMLE","56.1","56.11015","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","COG","BTSX","56.2","56.24640","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","COL","MLE","67.4","67.41970","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","COL","FMLE","70.5","70.47465","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","COL","BTSX","69.0","68.96494","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","COM","MLE","58.3","58.27122","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","COM","BTSX","53.8","53.76669","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","CPV","MLE","59.4","59.44102","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","CPV","FMLE","64.2","64.24406","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","CPV","BTSX","62.0","61.98182","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","CRI","MLE","66.8","66.84241","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","CRI","FMLE","69.3","69.27589","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","CRI","FMLE","70.6","70.55448","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","CRI","BTSX","69.2","69.18748","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","CUB","MLE","67.0","66.95629","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","CUB","FMLE","69.0","68.98356","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","CUB","BTSX","68.0","67.95462","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","CYP","MLE","70.0","70.02342","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","CYP","FMLE","72.4","72.36806","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","CYP","BTSX","71.6","71.62617","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","CZE","MLE","66.4","66.36488","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","CZE","FMLE","70.2","70.16754","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","CZE","BTSX","68.3","68.29140","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","DEU","MLE","69.3","69.27793","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","DEU","FMLE","72.1","72.10513","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","DEU","BTSX","70.9","70.89113","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","DJI","MLE","57.2","57.20602","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","DJI","FMLE","58.9","58.89907","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EMR","","DJI","BTSX","58.0","57.99794","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","DNK","FMLE","68.3","68.34080","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","DNK","BTSX","67.6","67.56724","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","DOM","MLE","62.1","62.12284","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","DOM","FMLE","66.4","66.39418","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","","DOM","BTSX","64.1","64.10495","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","DZA","MLE","62.6","62.62584","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","DZA","FMLE","65.2","65.21500","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","DZA","BTSX","65.5","65.53103","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","ECU","MLE","64.4","64.36207","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","ECU","FMLE","67.3","67.30475","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AMR","","ECU","BTSX","65.8","65.79884","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EMR","","EGY","MLE","60.9","60.91460","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","EGY","MLE","61.3","61.28712","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","EGY","FMLE","62.8","62.76928","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EMR","","EGY","BTSX","62.0","62.00186","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","ERI","MLE","52.2","52.18055","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","ERI","FMLE","56.2","56.20909","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","ERI","BTSX","54.1","54.09749","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","ESP","MLE","71.3","71.26471","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","ESP","FMLE","72.9","72.85237","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","ESP","BTSX","72.1","72.08696","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","EST","MLE","66.4","66.39296","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","EST","FMLE","71.7","71.72031","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","EST","BTSX","69.2","69.23646","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","ETH","FMLE","44.8","44.84724","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","ETH","BTSX","44.3","44.33031","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","FIN","MLE","65.8","65.78826","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","FIN","FMLE","69.6","69.64490","","","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","","FIN","BTSX","67.8","67.77811","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","FJI","MLE","58.8","58.81817","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","FJI","FMLE","60.2","60.24785","","","","",""
"WHOSIS_000002","PUBLISHED","2010","WPR","","FJI","BTSX","59.5","59.49457","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","FRA","MLE","69.7","69.71469","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","FRA","FMLE","72.5","72.53592","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","FRA","BTSX","71.2","71.16278","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","FSM","MLE","54.3","54.28231","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","FSM","FMLE","57.5","57.50643","","","","",""
"WHOSIS_000002","PUBLISHED","2015","WPR","","FSM","BTSX","55.8","55.79617","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","GAB","MLE","54.8","54.75459","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","GAB","FMLE","58.0","57.98259","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","GAB","BTSX","56.3","56.28936","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AFR","","GAB","BTSX","57.6","57.56165","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","GBR","MLE","69.6","69.63692","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","GBR","FMLE","70.6","70.61810","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","GBR","BTSX","70.1","70.13491","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","GEO","MLE","61.4","61.43597","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","GEO","FMLE","67.9","67.91465","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","GHA","MLE","51.4","51.36580","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","GHA","FMLE","52.5","52.46387","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","GHA","BTSX","51.9","51.89802","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","GIN","MLE","47.3","47.31316","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","GIN","FMLE","47.8","47.80984","","","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","","GIN","BTSX","47.5","47.53795","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","GMB","MLE","53.9","53.91060","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","GMB","FMLE","55.0","55.00703","","","","",""
